station_name,station_add,station_lat,station_lng,intersection_id,intersection_lat,intersection_lng,shortest_distance
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,597844756,40.6924916,-73.9905666,9070.798
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,597844772,40.6936062,-73.9835754,8498.910999999998
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,1258875373,40.6913337,-73.9820768,8795.941
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,1258875489,40.6899251,-73.9813796,8628.639000000001
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,1258875710,40.6920539,-73.9824379,8456.974999999999
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,1258875754,40.688872,-73.9808694,8778.330000000002
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,1258945540,40.6932475,-73.9887372,8848.008000000002
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,1258945651,40.693201,-73.9888695,8835.136000000002
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,1258945659,40.693253,-73.988997,8822.347000000002
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,1693893347,40.6931259,-73.9872481,8682.685000000001
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,2696777590,40.6899461,-73.983563,8837.605000000001
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,3026465132,40.6936053,-73.9833753,8361.933999999997
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,3536386693,40.6932538,-73.9862175,8684.326
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,4526565698,40.693721,-73.9834313,8348.229999999998
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,4735727610,40.6922318,-73.9872962,8782.187000000002
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,5009155051,40.694921,-73.9860671,8570.356000000002
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,6933321234,40.6910987,-73.9891992,9097.947000000002
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,6993160951,40.6936085,-73.9842856,8439.033999999998
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,9201526517,40.6961868,-73.9905921,8756.142000000002
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,9664385497,40.69496,-73.9889475,8632.416000000001
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,10001058440,40.6949359,-73.988697,9028.666000000003
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,11381945329,40.695257,-73.9886807,9064.397000000003
UPS Distribution Center,50-02 55th Ave,40.7281827,-73.9173778,11381945330,40.6961114,-73.9885861,8528.033000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42464631,40.6920559,-73.9826228,6941.62
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42464823,40.6921704,-73.9891263,7148.195
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42464824,40.6918024,-73.9882134,7156.844000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42464827,40.6914546,-73.9873387,7073.571000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42464832,40.690663,-73.9853532,7243.481000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42464834,40.690561,-73.985105,7267.283
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42464836,40.690292,-73.984433,7204.079000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42464838,40.6901448,-73.9840629,7239.3150000000005
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42464844,40.6897015,-73.9829511,7330.540999999999
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42464847,40.689358,-73.982098,7411.981999999999
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42464848,40.6889411,-73.9810499,7312.540999999999
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42466438,40.6887841,-73.9835721,7445.203999999999
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42469226,40.6932563,-73.9881544,7319.506000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42469228,40.6922794,-73.9881997,7210.813000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42476732,40.6946198,-73.9906274,7044.08
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42480566,40.693036,-73.984292,6898.726000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42480569,40.6930502,-73.9852301,6977.834000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42480571,40.693088,-73.986226,6973.823
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42481888,40.6950251,-73.9889427,6830.024
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42481889,40.6949665,-73.987162,6682.746000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42491554,40.6959659,-73.9845903,6476.159000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42491582,40.6911662,-73.9821756,7047.491
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42491585,40.6899297,-73.9815542,7194.628
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42491589,40.688761,-73.980843,7339.099999999999
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42492210,40.6904673,-73.9878775,7192.85
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42492213,40.6898629,-73.9882859,7268.3640000000005
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42492415,40.696123,-73.9888829,6707.835
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42494919,40.6922042,-73.9862727,7161.095000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42494920,40.6921587,-73.9852776,7077.045000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42494921,40.6921272,-73.9843423,6999.870000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42494924,40.6920899,-73.9833969,7006.996
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42496432,40.691039,-73.9894028,7276.2119999999995
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42497737,40.6960551,-73.9871076,6561.611000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42502404,40.689222,-73.9846917,7482.434
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42510861,40.6901632,-73.9870995,7266.649
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42515825,40.6903899,-73.9898327,7357.044999999999
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42523094,40.6890086,-73.9861587,7462.3330000000005
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42523684,40.6896291,-73.985733,7383.654
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42523688,40.688451,-73.9827164,7526.3049999999985
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42523691,40.6879371,-73.9813995,7442.030999999999
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42523903,40.6905587,-73.9826854,7127.558
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42530376,40.6961684,-73.9900623,7005.713
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42530379,40.695061,-73.9901161,6929.031
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,42533974,40.695022,-73.9907543,6983.142
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,278630368,40.692096,-73.9889495,7165.2429999999995
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,278630910,40.6909958,-73.9892384,7290.882
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,278631323,40.6903367,-73.9896591,7372.831999999999
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,278632281,40.6925287,-73.9888795,7213.815
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,278632502,40.6950187,-73.9886923,7242.739
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,278632503,40.6961134,-73.988653,6727.247
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,278634702,40.6925341,-73.9890601,7107.369
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,588036470,40.6910889,-73.986427,7160.531000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,597844593,40.6929609,-73.9833513,6969.860000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,597844596,40.6930266,-73.9831149,6825.981
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,597844756,40.6924916,-73.9905666,7275.656
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,597844772,40.6936062,-73.9835754,6894.941000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,1258875373,40.6913337,-73.9820768,7621.751999999999
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,1258875489,40.6899251,-73.9813796,7454.449999999999
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,1258875710,40.6920539,-73.9824379,6957.211
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,1258875754,40.688872,-73.9808694,7329.588999999999
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,1258945540,40.6932475,-73.9887372,7052.866
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,1258945651,40.693201,-73.9888695,7039.994
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,1258945659,40.693253,-73.988997,7027.205
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,1693893347,40.6931259,-73.9872481,6887.543000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,2696777590,40.6899461,-73.983563,7286.904
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,3026465132,40.6936053,-73.9833753,6757.964
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,3536386693,40.6932538,-73.9862175,6992.273
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,4526565698,40.693721,-73.9834313,6744.26
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,4735727610,40.6922318,-73.9872962,6987.045000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,5009155051,40.694921,-73.9860671,6775.214000000001
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,6933321234,40.6910987,-73.9891992,7302.804999999999
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,6993160951,40.6936085,-73.9842856,6835.064
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,9201526517,40.6961868,-73.9905921,6961.0
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,9664385497,40.69496,-73.9889475,6837.274
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,10001058440,40.6949359,-73.988697,7233.523999999999
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,11381945329,40.695257,-73.9886807,7269.254999999999
UPS Customer Center,10 W 33rd St,40.7479047,-73.9858954,11381945330,40.6961114,-73.9885861,6732.8910000000005
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42464631,40.6920559,-73.9826228,7828.707999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42464823,40.6921704,-73.9891263,8035.282999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42464824,40.6918024,-73.9882134,8043.931999999997
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42464827,40.6914546,-73.9873387,7960.658999999997
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42464832,40.690663,-73.9853532,8130.568999999997
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42464834,40.690561,-73.985105,8154.3709999999965
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42464836,40.690292,-73.984433,8091.166999999997
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42464838,40.6901448,-73.9840629,8126.402999999997
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42464844,40.6897015,-73.9829511,8217.628999999995
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42464847,40.689358,-73.982098,8299.069999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42464848,40.6889411,-73.9810499,8199.628999999995
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42466438,40.6887841,-73.9835721,8332.291999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42469226,40.6932563,-73.9881544,8206.593999999997
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42469228,40.6922794,-73.9881997,8097.900999999997
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42476732,40.6946198,-73.9906274,7931.167999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42480566,40.693036,-73.984292,7785.813999999997
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42480569,40.6930502,-73.9852301,7864.921999999997
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42480571,40.693088,-73.986226,7860.910999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42481888,40.6950251,-73.9889427,7717.111999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42481889,40.6949665,-73.987162,7569.833999999997
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42491554,40.6959659,-73.9845903,7363.246999999997
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42491582,40.6911662,-73.9821756,7934.578999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42491585,40.6899297,-73.9815542,8081.715999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42491589,40.688761,-73.980843,8226.187999999995
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42492210,40.6904673,-73.9878775,8079.9379999999965
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42492213,40.6898629,-73.9882859,8155.451999999997
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42492415,40.696123,-73.9888829,7594.922999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42494919,40.6922042,-73.9862727,8048.182999999997
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42494920,40.6921587,-73.9852776,7964.132999999997
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42494921,40.6921272,-73.9843423,7886.957999999997
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42494924,40.6920899,-73.9833969,7894.083999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42496432,40.691039,-73.9894028,8163.299999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42497737,40.6960551,-73.9871076,7448.698999999997
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42502404,40.689222,-73.9846917,8369.521999999997
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42510861,40.6901632,-73.9870995,8153.736999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42515825,40.6903899,-73.9898327,8244.132999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42523094,40.6890086,-73.9861587,8349.420999999997
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42523684,40.6896291,-73.985733,8270.741999999997
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42523688,40.688451,-73.9827164,8413.392999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42523691,40.6879371,-73.9813995,8329.118999999995
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42523903,40.6905587,-73.9826854,8014.645999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42530376,40.6961684,-73.9900623,7871.266999999999
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42530379,40.695061,-73.9901161,7816.118999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,42533974,40.695022,-73.9907543,7870.229999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,278630368,40.692096,-73.9889495,8052.330999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,278630910,40.6909958,-73.9892384,8177.969999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,278631323,40.6903367,-73.9896591,8259.919999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,278632281,40.6925287,-73.9888795,8100.902999999996
UPS Customer Center,1430 Broadway,40.7537503,-73.9876996,278632502,40.6950187,-73.9886923,8129.826999999996
