cartodb_id,bbl,tract_10,sba_name,ccd_name,cd_name,boro_name,city_name,tax_delinquency,ser_violation,assessed_value,owner_name,res_units,year_built,buildings,net_inc_sqft,gross_exp_sqft,standard_address,inc_tar_info,inc_tar_units_0bed,inc_tar_units_1bed,inc_tar_units_2bed,inc_tar_units_3bed,inc_tar_units_4bed,floodplain_flag,applied_filters
9492648,3007180043,36047008200,Sunset Park,City Council District 38,BK 07 - Sunset Park,Brooklyn,New York City,1,1,2539350,4112 REALTY LLC,57,1928,1,,,4112 4 Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9530483,3037080003,36047115200,East New York/Starrett City,City Council District 37,BK 05 - East New York/Starrett City,Brooklyn,New York City,1,,344700,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,6,1915,1,,,209 Bradford Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9524026,3034190008,36047043700,Bushwick,City Council District 37,BK 04 - Bushwick,Brooklyn,New York City,1,,505350,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,6,1912,1,,,811 Knickerbocker Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9573037,3034130065,36047043700,Bushwick,City Council District 37,BK 04 - Bushwick,Brooklyn,New York City,1,1,724500,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,6,1909,1,,,309 Eldert Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9569981,3033740036,36047039900,Bushwick,City Council District 34,BK 04 - Bushwick,Brooklyn,New York City,1,,396450,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,6,1913,1,,,109 Cornelia Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9570563,3033670003,36047039900,Bushwick,City Council District 34,BK 04 - Bushwick,Brooklyn,New York City,1,1,458100,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,7,1900,1,,,1141 Bushwick Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9569396,3033500023,36047041700,Bushwick,City Council District 34,BK 04 - Bushwick,Brooklyn,New York City,1,,429300,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,6,1931,1,,,142 Palmetto Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9568495,3033480015,36047039700,Bushwick,City Council District 34,BK 04 - Bushwick,Brooklyn,New York City,1,,214200,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,7,1931,1,,,16 Palmetto Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9517757,3032460011,36047042900,Bushwick,City Council District 37,BK 04 - Bushwick,Brooklyn,New York City,1,,449550,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,6,1931,1,,,1414 Dekalb Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9515578,3032090025,36047042900,Bushwick,City Council District 34,BK 04 - Bushwick,Brooklyn,New York City,1,,540000,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,5,1931,1,,,1142 Willoughby Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9522725,3013880004,36047033700,North Crown Heights/Prospect Heights,City Council District 35,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1,,290700,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,5,1925,1,,,319 Albany Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9511254,3013400040,36047031100,North Crown Heights/Prospect Heights,City Council District 36,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1,,535500,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,8,1910,1,,,1600 Pacific Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9517504,3012650046,36047033700,North Crown Heights/Prospect Heights,City Council District 35,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1,,817200,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,8,1905,1,,,869 Eastern Parkway,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9477056,3012480046,36047031702,North Crown Heights/Prospect Heights,City Council District 35,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1,,515700,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,5,1905,1,,,907 St Johns Place,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9503174,3012380046,36047021900,North Crown Heights/Prospect Heights,City Council District 35,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1,,791550,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,8,1906,1,,,721 Sterling Place,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9502920,3012230027,36047031100,North Crown Heights/Prospect Heights,City Council District 36,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1,,519750,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,16,1906,1,12.1,12.1,1346 Bergen Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9515618,3012030066,36047031300,North Crown Heights/Prospect Heights,City Council District 36,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1,1,973350,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,8,1905,1,,,1445 Pacific Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9522926,3013880048,36047033700,North Crown Heights/Prospect Heights,City Council District 35,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1,1,685800,935 EASTERN PARKWAY H,17,2000,1,6.4,10.4,935 Eastern Parkway,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9523670,3013990062,36047035900,North Crown Heights/Prospect Heights,City Council District 41,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1,1,3105000,PARK MONROE II REHAB HOUSING DEVELOPMENT  FUND CORP,83,1930,1,10.1,8,1933 Union Street,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/185.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9479976,3007650006,36047008000,Sunset Park,City Council District 38,BK 07 - Sunset Park,Brooklyn,New York City,1,,690750,FAC RESTORE HOUSING,8,1923,1,,,4707 4 Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9593784,3046490001,36047088600,East Flatbush,City Council District 41,BK 17 - East Flatbush,Brooklyn,New York City,1,1,737100,"CITYWIDE PRESERVATION LLC,",35,1926,1,7.2,5.8,275 East 95 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9593777,3046470006,36047088200,East Flatbush,City Council District 41,BK 17 - East Flatbush,Brooklyn,New York City,1,1,769050,"CITYWIDE PRESERVATION LLC,",36,1927,1,,,274 East 93 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9552388,3046270031,36047088200,East Flatbush,City Council District 41,BK 17 - East Flatbush,Brooklyn,New York City,1,1,669600,"CITYWIDE PRESERVATION LLC,",35,1920,1,6.4,6.6,270 East 92 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9539800,3017920068,36047027900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,1,891450,ECDO CITYWIDE PRESERVATION HOUSING DEVEL OPMENT,16,1931,1,16.7,11.1,103 Van Buren Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9539767,3017920064,36047027900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,1,313650,ECDO CITYWIDE PRESERVATION HOUSING DEVEL OPMENT,12,1931,1,12.4,15.2,117 Van Buren Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9538977,3017870038,36047028100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,,585900,ECDO CITYWIDE PRESERVATION HOUSING DEVEL OPMENT,9,1931,1,,,192 Marcus Garvey Blvd,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9527581,3016050076,36047028100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,,494550,ECDO CITYWIDE PRESERVATION HOUSING DEVEL OPMENT,28,1931,3,5.8,5.6,827 Lafayette Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9525253,3014680053,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,229950,"CITYWIDE PRESERVATION LLC,",12,1910,1,5.1,4.7,1604 Eastern Parkway,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9501298,3009007503,36047014700,Sunset Park,City Council District 38,BK 07 - Sunset Park,Brooklyn,New York City,1,,1729802,UNAVAILABLE OWNER,7,2006,1,,,324 22 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9519250,3014680049,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,1,247500,"CITYWIDE PRESERVATION LLC,",12,1910,1,6.3,6.2,1594 Eastern Parkway,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9525251,3014680047,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,1,251100,"CITYWIDE PRESERVATION LLC,",12,1910,1,5.6,6.5,1592 Eastern Parkway,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9525250,3014680043,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,174600,"CITYWIDE PRESERVATION LLC,",12,1910,1,4.6,8.3,1582 Eastern Parkway,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9519247,3014680035,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,278100,"CITYWIDE PRESERVATION LLC,",19,1910,1,,,1566 Eastern Parkway,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9501299,3009007504,36047014700,Sunset Park,City Council District 38,BK 07 - Sunset Park,Brooklyn,New York City,1,,854998,UNAVAILABLE OWNER,7,2008,1,,,312 23 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9523673,3013990115,36047035900,North Crown Heights/Prospect Heights,City Council District 41,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1,1,1944900,PARK MONROE II REHAB HOUSING DEVELOPMENT  FUND CORP,65,1928,1,7.3,11,1920 Union Street,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/185.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9523676,3013990145,36047035900,North Crown Heights/Prospect Heights,City Council District 41,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1,,823950,PARK MONROE II REHAB HOUSING DEVELOPMENT  FUND CORP,38,1926,1,7.1,8.6,1169 East New York Avenue,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/185.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9481595,3014650050,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,1,727200,PARK MONROE II REHAB HOUSING DEVELOPMENT  FUND CORP,45,1910,1,5.3,4.2,1939 Park Place,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/185.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9523792,3014000039,36047033500,South Crown Heights,City Council District 35,BK 09 - South Crown Heights/Lefferts Gardens,Brooklyn,New York City,1,,288900,"BG REALTY 1574, LLC",16,1915,1,6.8,7,1574 Union Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9523290,3014020015,36047035100,North Crown Heights/Prospect Heights,City Council District 35,BK 09 - South Crown Heights/Lefferts Gardens,Brooklyn,New York City,1,,289350,"BG REALTY 1574, LLC",16,1916,1,4.2,7.4,1666 Union Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9523345,3014020047,36047035100,North Crown Heights/Prospect Heights,City Council District 35,BK 09 - South Crown Heights/Lefferts Gardens,Brooklyn,New York City,1,,382950,"BG REALTY 1574, LLC",16,1915,1,7.8,9.5,1681 President Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9478590,3014030011,36047034900,North Crown Heights/Prospect Heights,City Council District 41,BK 09 - South Crown Heights/Lefferts Gardens,Brooklyn,New York City,1,1,256950,"BG REALTY 1574, LLC",16,1914,1,5.7,9.9,1726 Union Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9479019,3014120001,36047033300,South Crown Heights,City Council District 35,BK 09 - South Crown Heights/Lefferts Gardens,Brooklyn,New York City,1,1,1016100,AMBASSADOR COURT ASSOC,54,1924,1,6.6,10.4,565 Crown Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9479430,3014290156,36047087600,South Crown Heights,City Council District 41,BK 09 - South Crown Heights/Lefferts Gardens,Brooklyn,New York City,1,1,6105150,UNAVAILABLE OWNER,91,2011,1,25.5,7.6,805 East New York Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9515493,3014320068,36047030300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,1,303300,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",16,1910,1,9.3,7.5,2063 Pacific Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9521847,3014980025,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,1,217350,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",16,1906,1,7.9,11.8,870 Macon Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9521850,3014980050,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,528750,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",8,1905,1,,,777 Mac Donough Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9480869,3015020014,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,448200,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",6,1905,1,,,744 Mac Donough Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9520981,3015020016,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,448200,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",6,1905,1,,,748 Mac Donough Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9520982,3015020018,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,448200,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",6,1905,1,,,752 Mac Donough Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9480873,3015020023,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,446400,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",6,1905,1,,,762 Mac Donough Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9526051,3015020024,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,1,446400,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",6,1905,1,,,764 Mac Donough Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9526069,3015020059,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,515700,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",6,1905,1,,,675 Decatur Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9480876,3015020060,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,515700,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",6,1905,1,,,673 Decatur Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9526137,3015030014,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,247500,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",6,1905,1,,,806 Mac Donough Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9480882,3015030017,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,247500,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",6,1905,1,,,812 Mac Donough Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9531410,3016640001,36047027500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,,562050,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",7,1873,1,,,425 Marcus Garvey Blvd,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9524560,3014360001,36047036502,Brownsville/Ocean Hill,City Council District 37,BK 16 - Brownsville,Brooklyn,New York City,1,1,310500,BTSY LLC,22,1910,4,4.2,7.4,2337 Pacific Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9524306,3014430008,36047036502,Brownsville/Ocean Hill,City Council District 37,BK 16 - Brownsville,Brooklyn,New York City,1,1,917100,BTSY LLC,8,1910,3,,,2334 Pacific Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9524564,3014360018,36047036502,Brownsville/Ocean Hill,City Council District 37,BK 16 - Brownsville,Brooklyn,New York City,1,1,886050,MARY'S HALL INC.,16,2012,1,,,2354 Atlantic Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9479445,3014360028,36047036502,Brownsville/Ocean Hill,City Council District 37,BK 16 - Brownsville,Brooklyn,New York City,1,1,849150,MARY'S HALL INC.,16,2012,2,15.8,9.3,Atlantic Ave,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9521653,3014950001,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,3027150,NYCHA TRIBOROUGH PRESERVATION HDFC,126,1980,1,10.5,10.1,930 Halsey Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9521654,3014950013,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,3882150,NYCHA TRIBOROUGH PRESERVATION HDFC,125,1980,1,12.8,11.8,901 Macon Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9524218,3014360036,36047036502,Brownsville/Ocean Hill,City Council District 37,BK 16 - Brownsville,Brooklyn,New York City,1,,1836000,MARY'S HALL INC.,32,2012,4,,,Pacific Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9516205,3014470001,36047030300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,1,4130100,BERGEN SARATOGA,80,2015,1,17.9,9.6,331 Saratoga Avenue,Breakdown available,0,13,26,0,0,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9517397,3014470067,36047030300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,1,1107000,"HPMDG HOUSING DEVELOPMENT FUND COMPANY,  INC.",16,2015,1,15.6,9.9,1969 Bergen Street,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/140.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9516804,3014510042,36047030300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,646650,"HPMDG HOUSING DEVELOPMENT FUND COMPANY,  INC.",14,2013,1,14.5,9.2,404 Howard Avenue,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/140.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9516806,3014510048,36047030300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,363600,"HPMDG HOUSING DEVELOPMENT FUND COMPANY,  INC.",7,2014,1,,,414 Howard Avenue,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/140.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9517614,3014520001,36047030300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,293400,"HPMDG HOUSING DEVELOPMENT FUND COMPANY,  INC.",7,2015,1,,,1459 St Marks Avenue,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/140.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9517615,3014520005,36047030300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,1,1220400,HOME FIRST HOUSING DEVELOPMENT FUND CORP ORATION,63,2010,1,,,403 Howard Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9517788,3014520062,36047030300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,1,4619700,ST MARKS BROWNSVILLE HSG DEV FD COR,72,2009,1,16.9,7.7,1505 St Marks Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9479772,3014580140,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,1,5359500,NYC HOUSING AUTHORITY,78,2014,1,,,1765 Prospect Place,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9518812,3014580052,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,1,1948050,NYC HOUSING AUTHORITY,32,2014,4,16.8,13.2,1743 Prospect Place,Breakdown available,0,12,55,4,0,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9479486,3014630016,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,2979450,NYC HOUSING AUTHORITY,48,2015,1,17.5,12.7,1750 Prospect Place,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/237.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9518732,3014630041,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,7899750,NYC HOUSING AUTHORITY,101,2015,1,20.5,10.1,1776 Park Place,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/237.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9481599,3014677501,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,1,15822900,UNAVAILABLE OWNER,135,2017,1,,,430 Saratoga Avenue,Breakdown available,0,56,34,17,0,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9515990,3014330023,36047030300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,1,1406250,ATLANTIC COMMONS CORNERSTONE LP,30,2011,1,11.6,14.2,2156 Atlantic Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9519525,3014730034,36047036100,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,1,1316250,ATLANTIC COMMONS CORNERSTONE LP,18,2010,1,17.2,10.3,1734 St Johns Place,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9525037,3014830016,36047037500,Bedford Stuyvesant,City Council District 41,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,1,585900,HOWARD AVENUE DEVELOPMENT L.P.,8,1930,1,,,872 Madison Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9525128,3014840006,36047037500,Bedford Stuyvesant,City Council District 41,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,,666900,MADISON/PUTNAM HSG DEVLPMT FD CO,8,2012,1,,,924 Madison Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9525129,3014840008,36047037500,Bedford Stuyvesant,City Council District 41,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,,642150,MADISON/PUTNAM HSG DEVLPMT FD CO,8,2012,1,,,928 Madison Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9520212,3014840035,36047037500,Bedford Stuyvesant,City Council District 41,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,1,696600,MADISON/PUTNAM HSG DEVLPMT FD CO,8,2012,1,,,1023 Putnam Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9525137,3014840041,36047037500,Bedford Stuyvesant,City Council District 41,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,1,666900,MADISON/PUTNAM HSG DEVLPMT FD CO,8,2012,1,,,1013 Putnam Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9525138,3014840043,36047037500,Bedford Stuyvesant,City Council District 41,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,,696600,MADISON/PUTNAM HSG DEVLPMT FD CO,8,2012,1,,,1007 Putnam Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9520219,3014850042,36047037500,Bedford Stuyvesant,City Council District 41,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,1,675450,HOWARD AVENUE DEVELOPMENT L.P.,8,1905,1,,,50 Howard Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9520294,3014860017,36047037500,Bedford Stuyvesant,City Council District 41,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,1,429300,HOWARD AVENUE DEVELOPMENT L.P.,6,1905,1,,,1058 Putnam Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
9520370,3014860052,36047037500,Bedford Stuyvesant,City Council District 41,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,1,623250,HOWARD AVENUE DEVELOPMENT L.P.,8,1920,1,,,981 Jefferson Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn"""
