X,Y
1003333,251379
988274,205232
997412,230102
994382,230217
987914,212948
982920,208202
1004513,251320
982357,203296
996370,233099
996826,220629
994865,215678
983155,206760
987554,203926
998674,221169
995843,217529
989489,213207
993704,230298
996965,221508
1001803,251093
995849,217518
999990,236597
998794,241127
998715,238964
1002068,246228
994413,230532
995572,234949
990043,221637
1001215,240673
989419,224958
981501,200883
994931,229616
987007,202462
990985,222965
994657,215796
986904,200145
1000774,243105
982602,206194
984362,201613
987601,203900
986921,200126
992661,225752
998206,222975
997032,230316
997221,221970
998872,224695
1000797,225771
999989,241348
992818,228049
1001586,244841
994112,230109
998314,232024
992710,228182
998611,241273
993099,228213
999221,222110
994475,216504
996154,237446
987066,202441
992841,228356
1000849,226197
1000980,228602
999425,228965
997856,232982
980254,196527
1000863,232986
992186,225361
998256,222945
999867,240236
996691,238769
996749,230753
994708,215893
994580,230560
1002996,249055
1001109,228543
1000980,228602
981986,204288
996994,232252
983827,205946
1000980,228602
1000496,234448
1000756,237020
988731,223912
998156,223007
983155,206760
986001,206804
983352,207293
998733,243357
997691,239307
986001,206804
983352,207293
999303,241432
997081,230289
997081,230289
998382,223173
986001,206804
994931,229616
983155,206760
988032,207494
1001284,237326
996154,237446
999346,241408
982723,208364
1001325,230365
986001,206804
996988,222399
986001,206804
998780,239996
983155,206760
1005010,255793
997895,238602
986746,205801
1003434,251928
1004010,254128
997895,238602
997081,230289
995679,234685
999262,243944
998156,223007
983155,206760
1001426,239201
997574,230634
985172,200764
1001149,237486
987169,199198
1001764,231018
998165,233249
985047,208290
993769,231210
985225,211108
984573,202201
983146,206802
998652,221174
988210,205700
1001626,244070
1000700,230764
1000932,228484
992487,217898
995656,223767
1000980,228602
988617,203909
983810,208391
998282,223236
1007529,255874
986521,214563
1003786,250877
980486,197100
985840,198529
999931,244102
1003992,253295
993116,219338
996640,237990
984814,210018
1007529,255874
995846,219480
988500,216057
1002108,246206
986001,206804
992810,228060
989344,210258
998479,229907
986937,204268
989599,203084
999723,240312
995849,217518
989745,217582
1001707,233177
998415,238907
983305,205504
986623,217611
996963,238821
1001778,244333
1000354,246490
1000221,237020
993188,232730
1000440,233448
1001345,230650
987757,207088
1000877,243428
986953,209861
981459,201867
1005915,254047
996819,238608
995846,219480
983439,199067
994890,230582
993069,229974
992408,229409
1000688,246307
995656,223767
1006611,255630
987075,202463
985535,205572
980592,197015
1006329,253950
993088,228219
996308,222171
997110,230273
1006177,254304
998930,229680
999916,235267
1001742,230128
989880,226336
1001357,230340
997013,230327
984983,213912
985373,200664
984493,201678
1004241,251524
999247,241768
986507,216897
983139,198077
994253,229552
991342,203741
984339,215762
1007330,256178
998712,224186
1001357,230340
1000903,229479
999832,230570
998382,223173
989212,211896
1003083,250522
987988,213744
996945,238532
989189,216092
997153,232045
998559,232494
987583,203911
982734,206407
990508,201146
999516,228622
996007,219786
994170,214920
998479,229907
997081,230289
988754,203267
1000406,235489
983380,204740
989336,210243
995997,219768
997194,224433
990139,216974
1000040,234831
990960,224535
996170,237897
995997,219768
1002659,250922
990522,226607
998660,223915
997221,221970
994255,231823
990052,216811
996706,238369
996698,238374
989745,217582
996467,233050
1001099,249521
980922,198724
984812,206369
1003992,253295
1001778,244333
1002791,248604
983985,212397
1001325,230365
997374,234664
991959,224488
1001665,251033
998479,229907
989160,210991
991806,203505
992420,212602
1006329,253950
1000735,229972
998199,224009
1002148,248330
1001778,244333
993227,231807
1001041,229388
989745,217582
986407,199686
988731,223912
982943,208266
981528,200953
1001173,228507
993674,227668
1000903,229479
991417,203258
1003992,253295
1001375,230330
1005931,254933
983358,207995
985686,201951
1001375,230330
983913,210527
989935,225100
990598,226565
1000966,228724
981477,201957
999417,234748
992942,227980
1000407,239414
988360,212949
982954,208421
997081,230289
987914,212948
992205,229332
998463,220770
993740,231227
994196,214963
998539,241952
1000791,239427
988907,223182
1006329,253950
984585,198789
993740,231227
998539,241952
988079,219124
994467,232213
998539,241952
983780,204253
990199,209734
982943,208266
987058,217281
998539,241952
983362,210637
998539,241952
997120,232063
989745,217582
1000178,232974
1001872,250511
982609,207429
999199,240739
997032,230316
998377,223475
989599,203084
997058,234111
989732,225515
997090,232086
984848,198746
995036,217074
992695,228211
993704,230298
998277,223537
996808,235450
996014,232675
994892,215663
998788,223251
982535,207356
989745,217582
986244,200133
986726,200819
994094,220632
995036,217074
985770,207890
989599,203084
998415,238907
980472,200450
999155,226672
986933,203069
1001629,231389
1000236,236101
999391,233229
998398,229762
997221,221970
997028,238197
997090,232086
988080,222528
987535,203937
984020,208853
999617,240962
992152,229361
981407,200591
1001628,229567
994094,220632
981428,200826
992862,217087
996370,233099
992942,227980
988572,223418
1004186,253770
989198,209799
990528,201214
992672,229295
998069,238716
990189,222623
997615,222681
1006329,253950
997734,222619
984119,206536
1001585,246501
997649,238929
989026,224648
1002452,246944
1002452,246944
1002710,247112
996868,236535
1001585,246501
993003,231639
987939,206356
1000852,237566
985214,210503
998934,224872
1003775,251030
996739,219166
996361,219987
983362,210637
983339,210650
996792,226497
1006393,253853
996805,226490
993118,214222
996370,233099
991190,228360
981501,200883
999587,228757
998165,233249
981428,200826
998780,239996
993820,220790
1006329,253950
1001752,248817
982039,199823
996820,219029
997158,230524
1001258,237341
996458,218678
993643,231573
983416,206820
993740,231227
983516,201868
1002917,251276
991367,228854
991434,224874
987189,199200
996820,219029
985270,215587
1000300,233041
981472,201931
983409,206882
1001274,247849
996320,237650
1000980,228602
982867,202073
983338,207746
984731,203424
989745,217582
993740,231227
1003812,250205
983774,208913
1000980,228602
993740,231227
984753,203457
998251,241131
996591,232114
1003812,250205
996471,231510
997052,230305
1003793,251400
993740,231227
989306,208847
1000000,236614
996427,230651
996370,233099
988572,223418
992502,218229
1005915,254047
1001202,227599
996706,238369
995036,217074
993740,231227
999869,230322
991279,228903
992942,227980
989685,209584
1001202,227599
995774,219757
990724,224666
997120,232063
998251,241131
997081,230289
984148,205748
1002488,229413
1000295,240278
1001647,245306
1001583,250286
996994,232249
995036,217074
981528,200953
997399,230992
993316,231086
988227,205258
999945,235566
989662,225382
987914,212948
996820,219029
990399,207598
989745,217582
1000220,237320
999381,222855
993881,231441
993740,231227
1000741,237964
981903,199000
1000980,228602
986794,201742
988360,212949
993116,219338
999381,222855
984362,201613
1000518,237156
996997,222394
1000246,243927
981375,200700
1003658,251630
1005399,253968
997676,222020
995036,217074
986646,200871
996881,222162
989353,219488
996370,233099
1001506,232215
996979,237672
1000263,243627
998406,241178
981361,200655
1002640,248680
993458,229068
997081,230289
999967,230491
994394,230217
1004002,250808
1000950,238824
1002208,233910
1000737,237030
1001366,230335
986775,198783
998904,224684
997399,230924
1000054,228918
985924,217611
1006329,253950
982593,203310
995036,217074
988414,223453
990461,227263
999990,236597
993970,232299
987441,203989
996130,231692
997355,220666
988375,210635
987128,216346
996370,233099
998818,241922
986434,201292
981536,200794
999425,228965
996370,233099
987477,198572
1001194,237664
997691,239307
986197,201739
986301,201798
1003910,250563
993759,231216
996820,219029
990426,200941
987248,199207
996370,233099
986820,202510
996742,221931
998619,241817
983447,207030
998597,222907
1001325,230365
999128,238014
981407,200591
996208,238650
996370,233099
1000641,236791
997176,230331
995267,230374
990377,224627
996061,232656
999412,222905
1001583,250286
995036,217074
992942,227980
999519,240719
1001585,246501
996370,233099
989157,209011
986711,201512
983427,206785
992485,225845
986511,216779
987270,199127
997306,234541
998734,240559
987335,199134
997651,240738
996361,238819
998406,241178
982941,208146
998231,222965
983195,210503
982943,208266
1000558,233131
986424,202111
999006,242017
1000980,228602
992818,228049
989805,226380
1002366,228833
996815,223747
994731,215934
1000980,228602
983799,197638
1000980,228602
994274,230280
996467,233050
1000980,228602
1005561,252212
987758,199339
981384,200653
998354,233650
997496,223671
989599,203084
983361,206769
1000473,242525
999361,222332
985924,217611
1000439,237420
990051,221334
1000473,242525
988891,205170
988259,201608
1000473,242525
1002805,229022
1000473,242525
981534,200949
995036,217074
1001742,230128
989599,203084
998398,229762
989155,200368
989564,203027
1006525,253972
999194,229090
996881,222162
983409,206882
993740,231227
986985,204237
997557,235781
987526,203942
994865,215678
993740,231227
998390,229243
997695,232711
1000411,244784
996881,222162
997695,232711
1005915,254047
1004777,253329
997555,232451
995474,230860
993839,220780
1000980,228602
1000980,228602
982363,201511
983416,206820
1001408,230615
984292,200174
1001088,228949
988090,219118
989517,202393
993740,231227
992748,229331
999094,224575
985913,218631
986843,214082
998347,233643
999539,239499
997386,221882
1000916,229044
992773,228074
984347,216673
999381,222855
984292,200174
999412,222905
999381,222855
998058,228833
999412,222905
988388,199586
983361,206769
984753,203457
987443,205414
993740,231227
1004246,253051
993740,231227
996908,222443
993740,231227
990702,224679
998268,220480
998030,222778
990985,204182
982972,200210
998268,220480
992856,226832
983244,203390
989599,203084
986375,208689
999381,222855
997069,232099
984140,211709
995036,217074
1004416,253665
993740,231227
988388,199586
988350,204739
988659,224023
998237,238803
996640,237990
997781,222593
993740,231227
996877,230982
994300,214981
981986,204288
999867,240236
1000227,241824
993740,231227
986665,217861
983998,198115
997062,233182
993740,231227
999634,239678
987253,217132
987262,203985
985172,200764
988731,223912
989599,203084
997184,220552
994300,214981
1000922,237520
999802,243966
993740,231227
1006329,253950
1000866,229250
1001055,233020
998314,236104
1001008,232971
988031,202775
989746,203576
1001073,232876
1004310,254579
992942,227980
996640,237990
993740,231227
1001267,248106
994678,229458
1006258,253900
997936,239477
995076,223767
998291,233536
984119,206536
992303,227436
996050,232662
985850,202094
1000498,229964
985172,200764
1000246,243927
1001033,228844
998947,242141
1001266,249093
990898,223007
988600,209039
983312,205500
998027,233386
983631,211387
995765,231783
990713,224673
993740,231227
993740,231227
1003910,250563
990494,226623
1000227,241824
983435,206736
988198,204988
1000178,247357
996020,233145
1003837,251665
989903,217488
997374,215623
1000083,247477
997546,215865
993686,231549
986633,216621
993375,231101
1000980,228602
989453,210238
993812,233273
1003772,250133
986922,208669
998647,241130
988448,204288
994969,215624
988360,212949
1000961,232908
987893,212916
993727,231227
1005905,254190
1007366,255658
991748,214082
1005915,254047
984485,203030
990426,200941
983847,204824
987914,212948
994274,230280
981588,203373
1000120,225653
991268,226822
997415,239206
999361,222332
990426,200941
1000778,229716
1000980,228602
990426,200941
985924,217611
986898,208679
990426,200941
989918,211795
997903,234693
989184,205344
985924,217611
991367,228854
982920,208202
997015,222384
996881,222162
986792,203466
1001805,249913
998911,236510
994006,227668
993458,229068
1005949,254270
999822,230336
984524,201108
997464,239739
996881,222162
992293,226847
1000300,233041
1001403,228392
990426,200941
990426,200941
984141,210783
998943,234713
993458,229068
982039,199823
990426,200941
986792,203466
983000,208196
1001707,233177
998462,240092
996430,232453
993467,231576
990426,200941
993805,231004
986352,200763
990426,200941
990898,223007
998872,226839
994255,230297
997839,221027
987262,203985
984348,210665
995206,217881
981501,200883
990426,200941
999441,221674
988916,209499
1001172,237389
990426,200941
994376,223245
991417,203258
986227,210847
990426,200941
1002598,229359
1001823,249910
993656,216348
981501,200883
1001088,228949
987952,218867
982602,206194
988012,213948
989746,203576
993740,231227
1000306,236062
991992,228599
990952,216914
993254,232088
996658,238695
996658,238695
1004445,253416
985172,200764
993765,227532
986990,208629
994938,216909
993458,229068
996604,232136
987921,203630
999381,222855
998875,236439
1000866,233649
1000980,228602
988717,203002
996370,233099
993856,218414
1003931,250627
996351,233110
981557,200951
987094,202979
986880,203035
997174,236202
1001638,230788
992661,225752
993702,231848
999417,234748
996399,233090
996193,219772
986840,203060
1002103,247838
984741,210152
983780,204253
1001638,230788
981487,200803
983438,206721
990275,224909
1000980,228602
999404,241383
981320,200662
989597,223984
1000242,246373
999048,229169
994049,230098
985835,202073
1000279,238975
997126,237592
1004375,251614
998627,221195
993590,231993
1001282,230081
999074,230984
1000946,246854
989010,217392
999412,222905
993740,231227
997237,230779
999054,232220
1001429,248389
993761,214398
1001240,230111
988572,223418
990454,227274
996383,219673
1000733,228497
993355,227383
983795,199115
1004200,252772
987942,203667
993839,220780
988562,210738
997088,239056
984284,203654
992914,231424
1000439,237420
990211,202752
993355,227383
982266,196127
989631,198324
998819,234487
1004243,253072
1000733,228497
1001462,233913
983085,196519
989805,226380
989469,199904
997248,236013
984222,203553
992042,226993
994118,230184
992140,228132
998111,231353
994112,230109
996820,219029
991079,217779
985924,217611
986125,200040
994112,230109
992661,225752
996658,238695
987775,205237
982800,206421
994118,230184
987885,204312
991178,224411
1003404,251462
983422,206821
989991,208467
983833,208309
999250,234243
987914,212948
1001968,246900
993749,231221
984357,200359
1002598,229359
997331,237721
997020,226363
988572,223418
988953,206120
992678,218978
1006863,255604
1002598,229359
988360,212949
983380,204740
998168,220669
1001695,231502
989991,208467
995295,220350
998889,223191
984778,210139
1001099,249521
998270,241120
986893,201124
983380,204740
997128,238871
1003962,254225
983380,204740
998780,239996
987977,219497
984035,206967
997370,240335
985172,200764
984035,206967
999381,222855
990789,211021
983376,203461
996881,222162
999381,222855
999381,222855
983484,210531
999136,241527
1003856,253900
981451,197571
998095,220700
1001743,248825
996815,223747
986481,198722
994692,218874
1001151,232980
997407,238740
997592,233022
1000765,226691
990065,225331
984691,210410
999343,222135
999199,229351
999952,241376
996258,219735
997592,233022
999945,235566
992031,224540
989950,225311
998267,219559
993588,231603
988447,204849
1002174,231774
981356,200614
982587,201363
997768,234449
989475,223194
998766,224757
990898,223007
998286,226860
995564,232596
997726,225974
993092,227007
1000354,246490
990397,211324
992332,227423
1002220,231745
1003999,250899
998307,236089
999487,236195
1006378,253850
990647,223452
1000526,247086
984357,200359
993278,230533
998314,236104
998130,223615
997344,232082
999454,236213
996227,220961
986794,201742
992942,227980
1004104,253322
998357,229261
990189,211791
987874,199007
996872,236555
993092,227007
990702,224679
998272,241112
988791,203530
990735,224660
999832,230570
999032,239891
984357,200359
985453,200943
996815,223747
1000740,244030
1001088,228949
994965,217039
987335,199134
1001469,230069
987812,219268
985947,219377
996953,219150
996170,237897
982602,206194
996953,219150
990747,224654
1000279,238975
981903,199000
1003333,251379
997712,222624
985442,200923
992303,225001
990471,211492
1000411,234793
996286,217708
996921,231055
988029,208946
987151,206982
1000213,228833
990508,224132
994788,215727
993434,227411
983728,204170
996676,219585
1000624,236496
998425,226191
994378,218936
1006863,255604
982602,206194
990495,204873
996440,238816
989599,203084
998792,240017
995885,218996
988447,204849
996815,223747
999381,222855
989443,202309
997392,219371
991354,226768
988360,212949
990785,223982
998541,222981
1002168,240103
986498,198514
982861,206175
997128,238871
984357,200359
998165,238875
987914,212948
981470,200728
983521,204305
989925,225406
984814,210018
991755,229161
991970,227330
983780,204253
983846,205922
1001944,235126
996392,233816
1000041,229564
987234,206121
997349,222203
983827,205946
986337,198583
990402,227296
997592,233022
999189,236353
985172,200764
988895,204391
987088,198446
1000980,228602
1000980,228602
987498,203958
1001146,229060
985172,200764
997615,222681
989664,208863
1000498,229964
985433,209491
993678,231254
996997,222394
989683,225433
982602,206194
1000980,228602
1000515,229951
996842,232841
985375,200737
999025,238062
989643,208954
984677,200727
996807,219531
998872,224695
981470,200728
989978,208188
988850,207877
984661,212645
1000980,228602
999307,239625
996997,222394
994667,230710
992723,227805
985330,202691
984639,212610
994137,231824
1006329,253950
992042,226993
989517,202393
1000980,228602
988079,219124
988220,211803
982845,207323
998500,221262
987620,203890
991959,224488
996970,222409
988394,211711
1000995,246820
989795,208282
1001299,230071
998691,223905
985924,217611
1002200,247696
997392,219371
990529,224449
998872,224695
998820,240816
997706,234802
1003542,250564
989475,223194
985874,198152
1001924,238226
987914,212948
1002265,233593
984536,197519
987914,212948
990529,224449
998713,223889
988360,212949
1002162,248323
989795,208282
997255,231665
1006329,253950
999348,238961
1006089,253997
990454,227274
1006180,253933
981100,200751
983412,205834
1000190,225770
980143,197350
997627,219286
996432,221498
988498,209000
997625,233310
1002480,250918
992615,227780
996345,219694
981619,200846
1006388,255077
989154,213705
983640,204419
981487,200803
987621,217559
985388,202656
996528,233613
999101,220814
994938,216909
995257,235847
998855,220368
988572,223418
982943,208266
996815,223747
1005002,253037
991959,224488
996920,220584
996374,219678
982845,207323
984551,204983
1001011,232969
989091,215074
1001081,236842
998572,238720
985924,217611
988424,204301
997688,219245
988498,209000
999578,227342
993379,231775
1000961,232907
996137,220715
998872,224695
995036,217074
995750,223712
998304,239136
992678,228219
981051,197094
990952,216914
994460,229870
1000600,237701
984357,200359
994965,217039
1002913,231914
997845,234728
999594,234353
983136,205428
1004039,252722
991148,207200
989944,209088
990952,216914
996490,238820
1000171,237638
999572,234365
999583,234359
994093,228872
1001344,230878
990395,218161
987914,212948
992695,228211
990104,209130
981550,196688
990598,224736
991520,229089
996789,222206
997914,238598
997058,234111
984362,198598
989517,202393
1002063,248763
998328,229285
1005905,254190
997829,221339
993678,231254
993425,214346
996314,220013
1001096,233003
992649,216398
997208,239285
997255,231665
998482,225240
1005905,254190
983154,205183
1005905,254190
981316,202884
990241,227288
1001153,233092
1002174,231774
991800,227126
1005905,254190
987974,201762
998872,224695
1007507,255951
997920,220206
993262,230542
1005798,253989
996881,222162
995686,223815
990591,226569
981385,195729
998780,224242
987964,209899
1000654,233077
1001056,233020
1000980,228602
998117,240909
988173,218154
990598,226565
987477,198572
986969,218015
1000903,233222
1000743,233051
1001056,233020
1000980,228602
1000980,228602
982943,208266
982943,208266
998390,233456
1001056,233020
981534,200949
996881,222162
988592,209546
1002808,229039
999924,226848
1005905,254190
1005905,254190
987417,204766
1001429,248389
987032,199830
985934,215183
1001585,246501
995699,232952
993432,214347
1000809,243323
998706,224196
989276,222980
996910,222142
1000958,233098
983797,207195
987107,204460
993310,214415
993754,214165
1000399,229036
989249,223157
993310,214415
1000655,233166
987118,220872
1001153,233092
994882,214732
994023,217338
988043,204792
1005905,254190
1005905,254190
996779,238624
1001056,233020
993050,219673
990360,215266
997221,221970
997724,239296
1001119,232909
998712,224186
985315,201673
988447,204849
984079,208827
997181,223839
999026,223418
989447,210248
1001153,233092
989236,223100
985686,201951
999867,240236
996815,223747
988860,213562
996820,219029
1007817,256724
995204,236035
999957,240302
1001119,232909
986793,208465
992615,227780
988667,203030
993732,231824
1001119,232909
999945,235566
985907,203423
999967,240325
986754,217450
996437,223654
994274,230280
989683,225433
984650,197540
990329,210341
996387,230672
999240,235642
984961,209477
987030,204789
1000054,233505
988025,203092
1001169,228897
997318,221913
980631,197150
996413,223023
990952,216914
985878,198537
997878,228606
998820,240816
1001168,247670
986240,200309
990360,215266
987010,198492
998570,220618
985381,201638
996619,224452
990043,221637
1000052,233588
984996,208623
1005905,254190
982506,201326
983214,205211
987974,201762
1005905,254190
989447,210248
997255,231665
988360,212949
1000439,237420
998418,220706
990328,224886
987914,212948
998390,233456
1001752,248817
1005905,254190
999482,228039
996910,222142
1000413,237428
1000234,233081
994794,230939
996858,224320
990385,204674
996050,232662
1002265,233593
999630,230945
989755,225801
1005905,254190
1005937,254150
997998,234325
992741,215914
1001723,249140
992942,227980
992346,226521
998555,234012
982845,207323
989376,223154
991342,203741
1000600,237701
995571,219821
993952,229157
997615,230579
1000297,242541
989883,226341
1001124,243451
1000505,228985
996917,222438
1000285,243615
1000473,242525
994174,220032
996640,237990
992930,227987
984357,200359
988066,204087
983459,202301
1000473,228687
988592,209546
1000688,246307
999594,223247
981369,200714
997563,219575
1000809,243323
1000515,229951
982001,204286
981528,200953
985110,200942
998337,230618
1000855,234541
1006485,254770
988029,208946
997615,222681
989475,223194
1003873,251406
982943,208266
999594,223247
993092,227007
1000498,229964
983011,209938
991317,224942
996779,226505
988029,208946
987413,204005
988592,209546
983422,206821
984404,208478
988394,211711
988592,209546
987824,214651
990338,210336
988860,213562
996637,233350
990690,210145
998651,223921
996851,223818
996851,223818
989419,224958
985433,209491
1001619,234118
994403,229319
997044,225210
990357,210326
995759,220012
984928,200876
995760,238261
986099,207382
1006112,253950
989692,203032
1000446,229255
996374,219678
984084,208168
986099,207382
990713,224673
998895,221973
993955,231667
989730,223659
996851,223818
1000483,229328
1005905,254190
990282,212480
997255,231665
997195,224437
992459,225864
984740,209083
990357,210326
990348,210331
984778,210139
987054,199887
984222,203553
996851,223818
989917,210863
1000516,242596
998128,231391
997130,231440
992555,213785
994802,229389
996851,223818
992066,227872
990348,210331
1001203,244369
990042,212020
995413,221212
1001188,249807
1006381,255159
1000389,232992
989516,205059
989095,208360
981619,203345
997773,219501
997181,223839
1001153,233092
1007529,255874
987490,198453
999555,243856
992801,219213
989213,202124
987488,205671
1001846,234309
1004367,254624
1001037,233030
996815,223747
991278,203625
984779,206271
981657,199693
992648,225227
996944,232484
993907,218006
991558,226956
984357,200359
996777,232581
990435,213295
1000270,232961
1003315,249438
984998,199238
998150,231170
996779,232492
987601,203900
990233,203302
1002640,231748
996815,223747
1005236,254424
984222,203553
989212,211896
993564,231842
988360,212949
1000655,233166
996760,232457
989120,198144
1004180,253651
987914,212948
996796,232524
981900,206796
998291,233536
998128,231391
988144,206881
989236,210365
992504,217889
999991,228957
986991,208114
996815,223747
1000809,243323
997257,237249
989505,202562
1000591,232763
982539,206891
989186,209616
989631,207747
1000809,243323
994872,230593
999381,222855
984262,200870
1004097,254145
999258,242994
991959,224488
998304,239136
990438,225127
984020,208197
989055,205109
1001099,249521
1003780,251027
989186,209594
998367,222269
986759,208760
985172,200764
987052,219569
980320,200629
993678,231254
990528,201214
1001695,231502
997615,222681
1004023,251537
983155,206760
1001170,240595
983155,206760
996530,232227
999946,240270
998828,226859
993227,231807
996088,218969
1001752,248817
988436,202559
982428,197723
981369,200714
986140,200080
993144,231233
994255,231823
998393,243527
988184,217147
998305,223522
1002552,249456
997274,233801
989564,222201
998820,240816
998715,238964
988592,209546
1001492,233897
986118,217207
1000685,230418
988610,204689
983406,204511
983942,208241
1000692,234937
996990,218542
990227,213136
984222,203553
989511,211616
1001997,248639
997631,222345
999285,222677
987914,212948
983032,205531
998706,224196
1000234,233081
987488,205671
990674,210768
984020,208197
988592,209546
997487,240524
999867,240236
982175,207251
997478,222433
995054,229553
992599,226978
1005905,254190
1000056,243347
1004097,254145
998288,226400
993812,227826
997712,222624
992325,227424
993722,231830
1000222,243347
987636,204662
997501,222469
1006557,254029
997615,222681
997118,236985
985686,201951
1005905,254190
990900,203102
989772,202119
1005905,254190
992195,226608
1001618,240747
982175,207251
992678,228219
994833,229372
987620,203890
996314,220013
1000839,238463
999867,240236
989354,223262
1000154,242790
999144,231107
999867,240236
1005905,254190
984508,201610
994530,230464
1000654,233077
999828,247353
999904,242928
999770,238821
986031,216062
991830,225381
983640,204419
999286,222074
1005905,254190
997330,221913
997712,219839
1005905,254190
986452,210474
981328,198116
990690,224685
993458,229068
992487,217898
995571,219821
998820,240816
1002095,246164
1002095,246164
1000995,246820
1000654,233077
987011,202294
998709,240068
994802,229389
992487,217898
995298,230356
990227,213136
1007529,255874
983380,204740
1001366,230335
1000152,237358
1005905,254190
985657,214450
1001577,234452
1000233,243341
988360,212949
1000276,243317
991959,224488
999270,238747
989887,209339
990563,213993
999869,230322
988617,198123
1002814,249430
989212,211896
987914,212948
1000244,243335
1002020,248495
984330,209268
996640,237990
996137,220715
981667,203305
991955,224497
989901,209113
987678,200314
1001888,245744
981635,203330
989220,223013
987939,206356
1005905,254190
1005905,254190
994678,229458
1000219,242584
990259,224918
1005905,254190
1005905,254190
999520,236177
988700,203012
995381,227196
987441,203989
998393,243527
981598,201614
1000411,234793
994006,227668
1002877,249395
990242,224927
990713,224673
1006258,253900
997615,222681
1000159,232940
997523,222508
1005905,254190
998952,231970
983488,204513
1005905,254190
1000799,246557
982363,201511
1005905,254190
1005905,254190
984677,200727
996067,218983
990521,222618
986709,206365
983446,205433
990382,226688
1005798,253989
1000802,244833
1005937,254150
995885,218996
998685,227537
996476,221783
989758,202127
987066,202441
990519,226935
997062,233182
982239,207300
996637,233350
989903,209694
997615,222681
988804,219046
994931,229616
1002710,247112
1002776,231994
986675,204923
1002839,249416
997195,222918
990491,221680
1001738,233463
998565,222481
989380,223250
996851,223818
999317,233912
997651,240738
993355,227383
992219,224439
1000873,248788
986703,200740
1001287,230380
1000841,229372
997487,240524
1005949,254270
989794,222368
1000136,230393
1002839,249416
989376,223154
990655,202503
991952,226738
992152,230861
992712,228110
1003194,250157
990291,201845
988141,211774
982230,196063
1000914,248928
987905,221317
997750,222603
989903,209694
997657,222586
999894,240511
1002839,249416
994613,215497
1001153,233092
1000300,233041
1003194,250157
988360,212949
997372,237999
1001854,228788
998931,229500
999893,241998
989010,217392
994931,229616
987914,212948
996350,233022
993169,227558
995794,236458
994931,229616
992788,213209
998393,243527
984279,209293
987032,199830
999250,229296
998415,238907
1005937,254150
994952,217030
995298,230356
987561,203350
987866,210527
1001345,230650
998780,239996
997296,231053
1004130,252240
992788,213209
994667,230710
1005937,254150
999161,229336
994931,229616
994931,229616
994795,229614
1005937,254150
989107,204927
983488,204513
1000496,246723
985582,202063
983488,204513
990576,224748
994931,229616
984357,200359
997007,221178
1004046,249366
995827,232780
996551,223272
998719,222391
985804,198851
994879,215974
999902,240215
998472,222901
998964,231963
990536,227520
995470,236365
985686,201951
1001170,240595
990360,215266
1000654,233077
1000379,246369
997020,231247
994452,228747
991382,203819
996088,218969
999442,235916
989264,222989
992072,226676
999381,222922
997174,232033
999676,233781
1003022,229419
989234,223089
1000654,233077
1002129,231714
992877,228023
981375,202788
988055,197816
991830,225381
986025,200470
999832,230570
999202,228049
1000791,227916
998626,242111
989469,210138
989017,203682
998415,220701
991830,225381
1001864,234191
997006,222389
991830,225381
998780,239996
988141,211774
998456,220756
984983,214524
1001184,248206
989593,222916
995206,219066
994685,229397
1001170,240595
990713,224673
981918,200068
1000654,233077
989903,209694
989270,202086
1000377,235696
1004097,254145
998512,223034
998931,230729
995094,230578
997755,224717
1000654,233077
998476,220575
999676,233781
987521,201066
989378,210163
982001,204286
1002860,248924
992615,227780
982601,206380
994004,231763
997615,222681
998722,240090
998821,217802
996523,219596
1004216,254284
1002511,247680
996122,223558
997467,219065
1002917,248884
991417,203258
994653,220323
998499,244007
994667,230710
982239,207300
1000980,228602
1000980,228602
989118,223173
990687,201276
986499,216989
985267,212563
993843,219436
995052,230496
989138,205363
982239,207300
990065,225331
981407,200591
986431,217026
983784,202865
999094,224575
983640,204419
989903,217488
998555,234012
1001524,244936
990471,227258
986582,200428
1004010,254128
987045,201615
988976,209614
982397,197690
996911,231050
994260,218996
999695,230314
1002539,249010
986904,208948
999261,241756
994131,234690
1001099,249521
999649,242778
994306,216703
1001060,249391
1001629,231389
990906,222076
988220,211803
990292,224899
998715,238964
981375,200700
985928,198806
1001506,236611
995236,224046
997726,225974
1001629,231389
988925,209516
986321,215264
996596,223864
988723,199006
989627,204697
987175,217813
995777,223704
1000573,243753
999521,222206
998859,237315
999902,240215
995694,216714
981986,204288
990857,202865
993433,227316
984536,197519
1000814,236688
991859,210739
991952,226738
988993,202246
991279,228903
1000513,242137
991979,218177
993900,218494
989255,223187
983306,199461
991268,226822
989720,203292
988169,208873
1001813,245996
985806,207786
996485,221777
988862,202362
990143,220691
996687,223518
984584,202347
993058,218025
987978,211938
986694,214464
997509,234911
1005133,254445
997641,231157
1000889,226764
986922,208669
1005133,254445
1001813,245996
1000545,233649
1000766,248400
991629,227514
1000766,248400
997547,219545
1000918,233019
1000980,228602
1000916,238796
1000841,246627
1000980,228602
987170,201444
990103,203203
989376,223154
991288,203429
987552,202596
990141,203276
997274,233801
997684,221109
989903,217488
1001592,228694
981418,197228
995433,218047
1004110,253511
989339,201609
1000397,237811
989773,202478
1007208,255458
999250,234243
998296,223527
990494,226623
1007208,255458
996094,232638
989936,217470
988980,207086
984559,202179
990910,222076
998358,223791
998396,241160
995433,218047
987296,209723
984820,210109
993617,227233
988227,205258
996733,221936
1001240,230111
997267,230769
984932,210047
