X,Y
988061,212993
990014,211745
988859,207794
996210,231947
991087,207861
1000980,228602
999219,241485
985967,202885
998223,235925
1002341,246687
1006641,255170
996608,232357
995036,217074
1003515,252434
997062,233182
991087,207861
994799,229094
991087,207861
982874,208203
987895,204300
1000542,237047
985948,202824
991087,207861
1000980,228602
991104,207840
987813,201146
988841,207882
991087,207861
993496,217332
1000482,237497
990702,224679
1001260,236151
984222,203553
1000980,228602
1002829,229078
990713,224673
998970,236611
1001752,248817
988937,207745
998589,223656
990713,224673
998281,225348
1001692,248832
995472,230657
1000883,236356
990454,227274
990690,224685
987813,201146
987141,207774
987477,198572
991087,207861
993538,217311
998419,240116
987620,203890
986713,211167
985948,216825
1003496,250775
995173,234526
986582,206481
999363,225834
997848,240429
999841,226696
985684,215317
999133,238011
996986,232141
990845,203443
1000918,233019
1002498,246707
1000178,247357
987334,210530
1001708,250819
997090,232086
1000384,241691
1006680,256704
998328,229285
1001753,245349
998786,230639
989850,226132
988572,223418
983306,199461
999931,244102
995084,218109
990457,208213
996933,232181
995036,217074
997222,223218
997069,232099
998721,227900
1000233,240165
986797,217419
1000595,236519
1000648,240917
998786,230639
985871,215123
991087,207861
981297,201256
1001273,230086
998947,242141
990709,216749
998404,227102
992593,218028
993055,230661
992379,227096
1000682,242842
985126,207917
985949,215168
1001469,230069
998865,229806
996831,238595
983330,208898
999133,238011
998894,241368
994413,230532
996533,221744
985236,211102
997090,232086
993605,214616
1006180,253933
987601,203900
997865,228291
996841,238596
996939,230455
1000980,228602
982723,208364
997090,232086
996533,221744
1006258,253900
1001081,247826
997069,232099
989107,224073
1004367,254624
997092,221441
994271,229723
982943,208266
984699,200649
996210,231947
997123,230357
985236,211102
999931,244102
997123,230357
997123,230357
999133,238011
998813,240523
1000980,228602
997980,220319
988828,222906
